Date,Location,Level,Type,Title/Description ,Comments,Travel restrictions,State of Emergency,School Closure ,Work Closure,Business closing,Gatherings,COVID/Antibody Testing,Safer at Home,Reopening,Relief/Funding/Grant,Masks,Other,Economics
3/23/2020,Kansas,State,Signed,Executive Order,limiting mass gathering to 10 people.,,,,,,,,,,,,,
3/23/2020,Kansas,State,Signed,Executive Order,"Preventing all Kansas waste removal providers, trash and recycling, from cancelling or suspending commercial or residential waste or recycling removal services for Kansas residences and businesses as a result of nonpayment due to significant loss of income or increase in expenses resulting from the COVID-19 pandemic.",,,,,,,,,,,,,
3/23/2020,Kansas,State,Signed,Executive Order,"Extending tax filing deadlines to July 15, 2020, and waiving any interest and penalties for returns and payments made on or before July 15, 2020.",,,,,,,,,,,,,
3/25/2020,Kansas,State,Signed,State Budget ,"Approves $65 million for Kansas coronavirus response.
",,,,,,,,,,,,,
3/25/2020,Kansas,State,Signed ,Executive Order ,Establishing the Kansas Essential Function Framework for the COVID-19 response.,,,,,,,,,,,,,
3/25/2020,Kansas,State,Announcement,The Centers for Medicare & Medicaid Services (CMS) approve Kansas’ request for a Section 1135 Medicaid waiver. ,"The approved waiver enables Kansas to provide flexibilities in Medicaid provider screening and enrollment, forgo certain pre-admission screening and annual resident review assessments, lift prior authorization requirements, and extend fair hearing and appeals timelines.",,,,,,,,,,,,,
3/28/2020,Kansas,State,Signed,Executive Order ,"Instituting a temporary, statewide stay-home order until Sunday, April 19.",,,,,,,,,,,,,
3/31/2020,Kansas,State,Signed,"New executive order making changes to the state’s employment security law. 
",The waiting week requirement for unemployment benefits will be temporarily waived for all claimants. ,,,,,,,,,,,,,
3/31/2020,Kansas,State,Signed,"New executive order making changes to the state’s employment security law. 
",The requirement that Kansans receiving unemployment benefits actively seek work each week will be temporarily waived for all claimants to allow Kansans to continue the necessary social distancing practices. ,,,,,,,,,,,,,
3/31/2020,Kansas,State,Signed,"New executive order making changes to the state’s employment security law. 
","All Kansas employers, as required by the federal Department of Labor, will be required to notify separated employees if they qualify for unemployment insurance.",,,,,,,,,,,,,
4/7/2020,Kansas,State,Signed,Executive Order. ,Primarily brings religious institutions and religious and non-religious funerals in line with the a previous order that limited public gatherings to 10 or fewer people.,,,,,,,,,,,,,
4/8/2020,Kansas,State,Announcement,Legal action against members of the Legislative Coordinating Council (LCC). ,Over its revocation of an executive order she issued that limited mass gatherings to 10 or fewer people.,,,,,,,,,,,,,
4/9/2020,Kansas,State,Signed,Executive Order. ,Extending professional and occupational licensing.,,,,,,,,,,,,,
4/9/2020,Kansas,State,Signed,Executive Order. ,Temporary allowing notaries and witnesses to act via audio-video technology.,,,,,,,,,,,,,
4/11/2020,Kansas,State,Announcement,The Kansas Supreme Court upheld the Governor’s executive order. ,"Limiting the size of mass gathering to 10 people, including that of church services and funerals.",,,,,,,,,,,,,
4/13/2020,Kansas,State,Signed,Executive Order. ,Extending the temporary relief for motor carriers from certain rules and regulations.,,,,,,,,,,,,,
4/15/2020,Kansas,State,Announcement,The Governor has extended the stay-at-home order until May 1st.,,,,,,,,,,,,,,
4/15/2020,Kansas,State,Signed,Executive Order. ,"Brings adult care homes in line with other occupational licensing exemptions. All state agencies working or collaborating with the Kansas Department for Aging and Disability Services shall extend renewal deadlines for any occupational or professional license, certificate or registration as needed.",,,,,,,,,,,,,
4/16/2020,Kansas,State,Signed,Executive Order. ,Extending the stay at home order to May 3.,,,,,,,,,,,,,
4/16/2020,Kansas,State,Announcement,The Governor stated that her state and other rural states have struggled to get medical supplies. ,Her public health teams identifies as a prerequisite to easing social distancing requirements.,,,,,,,,,,,,,
4/20/2020,Kansas,State,Announcement,Kansas received additional supplies and personal protective equipment (PPE) from federal partners,"to expand COVID-19 testing in Finney, Ford, Lyon and Seward counties.",,,,,,,,,,,,,
4/21/2020,Kansas,State,Announcement,the Kansas Department of Health and Environment (KDHE) has released new guidelines on COVID-19 testing.,People exhibiting two symptoms will now be able to get tested.,,,,,,,,,,,,,
4/22/2020,Kansas,State,Announcement,The Governor's administration has been in communication with the state’s impacted meat processing facilities’ representatives,Their employees and local health officials and those facilities have taken several steps to modify their production and shipping systems.,,,,,,,,,,,,,
4/22/2020,Kansas,State,,The state has coordinated with local agencies to secure temporary emergency housing for some people who have been isolated for observation or quarantined for two weeks in four counties,With large meatpacking plants affected by the virus.,,,,,,,,,,,,,
4/22/2020,Kansas,State,Signed,Executive Order ,"Temporarily waiving physician supervision or collaboration requirements for certain medical licensees, including advanced practice registered nurses, physician assistants and licensed practical nurses.",,,,,,,,,,,,,
4/22/2020,Kansas,State,Signed,Executive Order ,The order also allows out-of-state health care providers to practice in Kansas.,,,,,,,,,,,,,
4/28/2020,Kansas,State,Signed,Executive Order ,"Allowing for the sale of alcoholic beverages for carryout consumption and permits the sale of liquor in a container that is not the original container for any establishment holding a class A club license, class B club license or drinking establishment license.",,,,,,,,,,,,,
4/30/2020,Kansas,State,Announcement,"Detailed framework for gradually, safely re-opening the economy and getting Kansas back to work, via Executive Order 20-29. ","Phase One will take effect on Monday, May 4, 2020, via Executive Order 20-29, when the statewide stay-home order outlined in Executive Order 20-16 officially lifts.",,,,,,,,,,,,,
5/7/2020,Kansas,State,Announcement,The appointment of two individuals who will head the team charged with leading Kansas forward in recovery from the far-reaching effects of COVID-19.,The Governor selected Cheryl Harrison-Lee as the Recovery Office’s executive director and Lyle Butler as the chair.,,,,,,,,,,,,,
5/14/2020,Kansas,State,Signed,Executive Order 20- 31,"Establishes a new phase to the “Ad Astra: Plan to Reopen Kansas.” The new “1.5” Phase, effective May 18, 2020, continues reopening efforts while preserving some data-driven restrictions necessary to prevent community transmission of COVID-19.",,,,,,,,,,,,,
5/15/2020,Kansas,State,Signed,Executive Order. ,Provides temporary relief from certain restrictions concerning shared work programs. The order waives a provision in the law that prohibited a contributing negative account employer to participate in a shared work plan.,,,,,,,,,,,,,
5/15/2020,Kansas,State,Signed,Executive Order. ,"To extend temporary relief for motor carriers from certain rules and regulations until rescinded, on June 15, 2020, or until the statewide State of Disaster Emergency expires, whichever is earlier. It is an extension of measures put in place by Executive Order #20-22.",,,,,,,,,,,,,
5/17/2020,Kansas,State,Announcement,The Governor will meet with President Trump at the White House on Wednesday,To discuss how to protect the U.S. food supply and agricultural sector amid COVID-19.,,,,,,,,,,,,,
5/19/2020,Kansas,State,Announcement,The Strengthening People and Revitalizing Kansas (SPARK) Taskforce to lead the state’s economic recovery.,"The Recovery Office team will be responsible for the statewide distribution of significant CARES Act funding. A five-member executive committee will oversee the process, and the office will have a steering committee with an additional 15 members who will form three subcommittees. The three subcommittees will focus on communication and engagement, finance and policy development and implementation and accountability.",,,,,,,,,,,,,
5/19/2020,Kansas,State,Signed,Executive Order 20-34,Moves Kansas into Phase 2 of Ad Astra: A Plan to Reopen Kansas.,,,,,,,,,,,,,
5/26/2020,Kansas,State,Announcement,Vetoing House Bill 2054. ,,,,,,,,,,,,,,
5/26/2020,Kansas,State,Announcement,Signed a new state disaster declaration. ,,,,,,,,,,,,,,
5/26/2020,Kansas,State,Announcement,Called for a special session starting June 3 and deliver an emergency management bill. ,,,,,,,,,,,,,,
6/1/2020,Kansas,State,Announcement,Discussing this week how to spend $1.25 billion in federal relief funds.,The Governor announced that the team she appointed to help her plan for the state’s economic recovery from the coronavirus pandemic will begin discussing this week how to spend $1.25 billion in federal relief funds.,,,,,,,,,,,,,
6/2/2020,Kansas,State,Announcement,The Governor’s Strengthening People and Revitalizing Kansas (SPARK) Taskforce Executive Committee reviewed and approved a proposal to distribute $400 million. ,To local governments to help address the health and economic challenges inflicted by COVID-19.,,,,,,,,,,,,,
